Note,LGBTQ,ADULT_CONTENT,HEALTH,DRUGS_ALCOHOL_GAMBLING,RACE,VIOLENCE_CRIME,POLITICS,RELATION,LOCATION,NONE
your gay face,1,0,0,0,0,0,0,0,0,0
heres a dollar thirty nine please stop bein gay,1,0,0,0,0,0,0,0,0,0
18 gay cowboys.,1,0,0,0,0,0,0,0,0,0
For being gay,1,0,0,0,0,0,0,0,0,0
for my fav big gay,1,0,0,0,0,0,0,0,0,0
Gay stuff,1,0,0,0,0,0,0,0,0,0
He's gay for me,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
For my Gay film,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Luck gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay town,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
Starbucks gay,1,0,0,0,0,0,0,0,0,0
Gays,1,0,0,0,0,0,0,0,0,0
Hella gay stuff,1,0,0,0,0,0,0,0,0,0
For being gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
You’re gay,1,0,0,0,0,0,0,0,0,0
kegay,1,0,0,0,0,0,0,0,0,0
Drinks at the gayest bar ever,1,0,0,0,0,0,0,0,0,0
For being soooo gay,1,0,0,0,0,0,0,0,0,0
Big gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
We gay keep scrolling binch,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Gay secks,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
I’m gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Gay blanket,1,0,0,0,0,0,0,0,0,0
Ur mom gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
U gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
You gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
heard ur gay lol,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
For being gay for about 3 months according to your father,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay stuff,1,0,0,0,0,0,0,0,0,0
I love gays,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
Gay 4 pay,1,0,0,0,0,0,0,0,0,0
They gay. Give em hell,1,0,0,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
Cray Rich Gaysians,1,0,0,0,1,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Dang’s gay,1,0,0,0,0,0,0,0,0,0
Gay cult,1,0,0,0,0,0,0,0,0,0
Gay stuff,1,0,0,0,0,0,0,0,0,0
Cause you’re gay,1,0,0,0,0,0,0,0,0,0
Gay nights in New York,1,0,0,0,0,0,0,0,1,0
Gay,1,0,0,0,0,0,0,0,0,0
Handrews gay,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Venmo is gay,1,0,0,0,0,0,0,0,0,0
Gay kick ball,1,0,0,0,0,0,0,0,0,0
You gay,1,0,0,0,0,0,0,0,0,0
To the gay bars,1,0,0,0,0,0,0,0,0,0
A bunch of gay dudes,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Big gay,1,0,0,0,0,0,0,0,0,0
Because Venmo is gay & won’t let me do an instant deposit,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay things,1,0,0,0,0,0,0,0,0,0
ur still gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Cause i feel bad that your gay,1,0,0,0,0,0,0,0,0,0
You’re gay,1,0,0,0,0,0,0,0,0,0
Gays,1,0,0,0,0,0,0,0,0,0
Big Gay Bills wedding,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
for the love of god stop being gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
i can see why the gays love her!,1,0,0,0,0,0,0,0,0,0
Big gay,1,0,0,0,0,0,0,0,0,0
Money (for being gay),1,0,0,0,0,0,0,0,0,0
For now 20 when bank isn’t gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
Gay Electricity,1,0,0,0,0,0,0,0,0,0
Bro's not gay,1,0,0,0,0,0,0,0,0,0
Wanna know how I know you're gay?,1,0,0,0,0,0,0,0,0,0
He’s gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay boy,1,0,0,0,0,0,0,0,0,0
The big gay,1,0,0,0,0,0,0,0,0,0
U gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
Food for the other lesbian,1,0,0,0,0,0,0,0,0,0
Lesbian cousin smoothie,1,0,0,0,0,0,0,0,0,0
Lesbian Activités,1,0,0,0,0,0,0,0,0,0
lesbian,1,0,0,0,0,0,0,0,0,0
Lesbians,1,0,0,0,0,0,0,0,0,0
Beach shirts for 2 matching lesbians,1,0,0,0,0,0,0,0,0,0
“Lesbian Brunch” - Irv,1,0,0,0,0,0,0,0,0,0
Lesbians,1,0,0,0,0,0,0,0,0,0
Here’s to lesbians and virgins THANKS FOR NOTHING,1,0,0,0,0,0,0,0,0,0
i’m in lesbians w u,1,0,0,0,0,0,0,0,0,0
Olympia lesbian body guard,1,0,0,0,0,0,0,0,0,0
being my lesbian gf,1,0,0,0,0,0,0,0,0,0
Husky lesbians,1,0,0,0,0,0,0,0,0,0
Cool minimalistic lesbian farmer dress,1,0,0,0,0,0,0,0,0,0
Picking alpha lesbian up,1,0,0,0,0,0,0,0,0,0
Lesbian lover,1,0,0,0,0,0,0,0,0,0
lizard lesbians,1,0,0,0,0,0,0,0,0,0
rip lesbian feta,1,0,0,0,0,0,0,0,0,0
Making eye contact with lesbian Jesus,1,0,0,0,0,0,0,0,0,0
Lesbian sour fruit,1,0,0,0,0,0,0,0,0,0
lesbian reasons,1,0,0,0,0,0,0,0,0,0
Ariella is a lesbian,1,0,0,0,0,0,0,0,0,0
Lesbian Lovers,1,0,0,0,0,0,0,0,0,0
Being a lesbian,1,0,0,0,0,0,0,0,0,0
fried sloshed lesbian,1,0,0,0,0,0,0,0,0,0
gay cowboy buttsex,1,1,0,0,0,0,0,0,0,0
Wholesale lesbian stripper,1,1,0,0,0,0,0,0,0,0
When you you don’t know if she’s danish or a lesbian,1,0,0,0,0,0,0,0,0,0
i'm about to be a lesbian,1,0,0,0,0,0,0,0,0,0
Lesbian,1,0,0,0,0,0,0,0,0,0
Lesbian,1,0,0,0,0,0,0,0,0,0
Lesbian Sweater,1,0,0,0,0,0,0,0,0,0
Lesbian Lit Club,1,0,0,0,0,0,0,0,0,0
Lesbian midget content,1,0,0,0,0,0,0,0,0,0
Lesbian breakfast,1,0,0,0,0,0,0,0,0,0
Lesbian camp application fee,1,0,0,0,0,0,0,0,0,0
For being a lesbian,1,0,0,0,0,0,0,0,0,0
Dancing in a lesbian bar,1,0,0,0,0,0,0,0,0,0
Just three lesbians traveling the world,1,0,0,0,0,0,0,0,0,0
lesbian,1,0,0,0,0,0,0,0,0,0
Lesbian party goods,1,0,0,0,0,0,0,0,0,0
Lgbt community,1,0,0,0,0,0,0,0,0,0
LGBTQIA,1,0,0,0,0,0,0,0,0,0
LGBT,1,0,0,0,0,0,0,0,0,0
LGBTQ Community Service,1,0,0,0,0,0,0,0,0,0
LGBT,1,0,0,0,0,0,0,0,0,0
LGBT,1,0,0,0,0,0,0,0,0,0
The transgenders,1,0,0,0,0,0,0,0,0,0
Transgender,1,0,0,0,0,0,0,0,0,0
Beers and queers,1,0,0,0,0,0,0,0,0,0
queer & asian,1,0,0,0,1,0,0,0,0,0
Queer eye,1,0,0,0,0,0,0,0,0,0
Bangin gears and Passin queers,1,0,0,0,0,0,0,0,0,0
Queer,1,0,0,0,0,0,0,0,0,0
Queer,1,0,0,0,0,0,0,0,0,0
Keeping our connection to Queer Eye alive & steady,1,0,0,0,0,0,0,0,0,0
Queer eye shmear eye,1,0,0,0,0,0,0,0,0,0
queer eye binge,1,0,0,0,0,0,0,0,0,0
Queer platonic love,1,0,0,0,0,0,0,0,0,0
Since you’re a queer,1,0,0,0,0,0,0,0,0,0
Non Butch queers can build things too,1,0,0,0,0,0,0,0,0,0
Queer Turkey Burgers,1,0,0,0,0,0,0,0,0,0
Queer,1,0,0,0,0,0,0,0,0,0
Queer,1,0,0,0,0,0,0,0,0,0
Tears for fears. Queers for queers. Years and Years.,1,0,0,0,0,0,0,0,0,0
Queer garden!!!,1,0,0,0,0,0,0,0,0,0
Queer eye for the granchie,1,0,0,0,0,0,0,0,0,0
Queerosexual,1,0,0,0,0,0,0,0,0,0
queer street,1,0,0,0,0,0,0,0,0,0
Queer,1,0,0,0,0,0,0,0,0,0
"Queer, peer and beer",1,0,0,0,0,0,0,0,0,0
Juice Jamba Juice In your face you queer,1,0,0,0,0,0,0,0,0,0
have a safe flight queer,1,0,0,0,0,0,0,0,0,0
Queers and Steers,1,0,0,0,0,0,0,0,0,0
2 beer queer,1,0,0,0,0,0,0,0,0,0
QUEER EYE,1,0,0,0,0,0,0,0,0,0
I hope it’s queer eye guys...,1,0,0,0,0,0,0,0,0,0
Salsa and queer,1,0,0,0,0,0,0,0,0,0
Beers & queers,1,0,0,0,0,0,0,0,0,0
queer eye season 3,1,0,0,0,0,0,0,0,0,0
Be here or you a queer,1,0,0,0,0,0,0,0,0,0
queer,1,0,0,0,0,0,0,0,0,0
"Land of beer, steers, and queers ✈️✈️",1,0,0,0,0,0,0,0,0,0
Queer Beer Here,1,0,0,0,0,0,0,0,0,0
Calzones & queer eye,1,0,0,0,0,0,0,0,0,0
Queer,1,0,0,0,0,0,0,0,0,0
Queers in the Woods,1,0,0,0,0,0,0,0,0,0
Being a queer,1,0,0,0,0,0,0,0,0,0
Queer.,1,0,0,0,0,0,0,0,0,0
Queer,1,0,0,0,0,0,0,0,0,0
Being a queer,1,0,0,0,0,0,0,0,0,0
Beer queer,1,0,0,0,0,0,0,0,0,0
Hi queer,1,0,0,0,0,0,0,0,0,0
Queer Meals,1,0,0,0,0,0,0,0,0,0
2 beer queer,1,0,0,0,0,0,0,0,0,0
Beeeeeeeeer queer,1,0,0,0,0,0,0,0,0,0
Queer people love brunch,1,0,0,0,0,0,0,0,0,0
Queer eye or catfish?,1,0,0,0,0,0,0,0,0,0
Queer eye,1,0,0,0,0,0,0,0,0,0
Queer,1,0,0,0,0,0,0,0,0,0
Beers and queers,1,0,0,0,0,0,0,0,0,0
who's the real tennis asexual now,1,0,0,0,0,0,0,0,0,0
No longer asexual. Hooray,1,0,0,0,0,0,0,0,0,0
how many asexuals does it take to screw in a lightbulb?,1,0,0,0,0,0,0,0,0,0
Lesbo,1,0,0,0,0,0,0,0,0,0
For being my fave lesbo,1,0,0,0,0,0,0,0,0,0
Lesbo tickets,1,0,0,0,0,0,0,0,0,0
jaguars swaguars lesbos,1,0,0,0,0,0,0,0,0,0
if youre reading this sara is lesbo and looking,1,0,0,0,0,0,0,0,0,0
Being lesbo,1,0,0,0,0,0,0,0,0,0
LESBO DATE NIGHT,1,0,0,0,0,0,0,0,0,0
ur mom gay,1,0,0,0,0,0,0,0,0,0
gimme those points gay boy,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
You’re gay,1,0,0,0,0,0,0,0,0,0
Gays,1,0,0,0,0,0,0,0,0,0
gay add pants,1,0,0,0,0,0,0,0,0,0
Youre gay,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
Pride rally tickets,1,0,0,0,0,0,0,0,0,0
pride lyft,1,0,0,0,0,0,0,0,0,0
Pride fees,1,0,0,0,0,0,0,0,0,0
Excellent cross dressing,1,0,0,0,0,0,0,0,0,0
Cross dressing ferrets,1,0,0,0,0,0,0,0,0,0
He’s gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay boy,1,0,0,0,0,0,0,0,0,0
The big gay,1,0,0,0,0,0,0,0,0,0
U gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
Gay Pat,1,0,0,0,0,0,0,0,0,0
Gay dudes,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
GAY,1,0,0,0,0,0,0,0,0,0
Gayus,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay fun,1,0,0,0,0,0,0,0,0,0
Gay stuff,1,0,0,0,0,0,0,0,0,0
Feeding a gay,1,0,0,0,0,0,0,0,0,0
Groceries and you're gay,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
Matts gay,1,0,0,0,0,0,0,0,0,0
Gays who brunch,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay doctor,1,0,0,0,0,0,0,0,0,0
gayking,1,0,0,0,0,0,0,0,0,0
Big gay Al's big gay boat ride,1,0,0,0,0,0,0,0,0,0
Now you’re gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Subgay,1,0,0,0,0,0,0,0,0,0
For the gays,1,0,0,0,0,0,0,0,0,0
Gay Pride at Camp Airy on April 27th 2019,1,0,0,0,0,0,0,0,0,0
You gay,1,0,0,0,0,0,0,0,0,0
Because you’re gay,1,0,0,0,0,0,0,0,0,0
GayBash,1,0,0,0,0,0,0,0,0,0
2gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
You know. Gay stuff,1,0,0,0,0,0,0,0,0,0
gay boy,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
the gayest airbnb there ever was,1,0,0,0,0,0,0,0,0,0
An old gay time.,1,0,0,0,0,0,0,0,0,0
Gay stuff,1,0,0,0,0,0,0,0,0,0
gay stuff,1,0,0,0,0,0,0,0,0,0
You're actually gay,1,0,0,0,0,0,0,0,0,0
gay4pay,1,0,0,0,0,0,0,0,0,0
Gay stuff,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
gay boi,1,0,0,0,0,0,0,0,0,0
Cus you're gay,1,0,0,0,0,0,0,0,0,0
Cause gay,1,0,0,0,0,0,0,0,0,0
getting yelled at to leave the gay bar at last call,1,0,0,0,0,0,0,0,0,0
Gayness,1,0,0,0,0,0,0,0,0,0
Happy gayiversary,1,0,0,0,0,0,0,0,0,0
You are gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
You r gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
gay restaurant,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gays,1,0,0,0,0,0,0,0,0,0
Sup gay boi,1,0,0,0,0,0,0,0,0,0
Stop being gay,1,0,0,0,0,0,0,0,0,0
sugar GAY,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
sugar gay bro?,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
mike hesitated on gay marriage,1,0,0,0,0,0,0,0,0,0
Your mom gay,1,0,0,0,0,0,0,0,0,0
Big gay beach trip September,1,0,0,0,0,0,0,0,0,0
For the gay strippers you wanted,1,0,0,0,0,0,0,0,0,0
Gay guy,1,0,0,0,0,0,0,0,0,0
Being gay (happy),1,0,0,0,0,0,0,0,0,0
Gay Bingo Double Date,1,0,0,0,0,0,0,0,0,0
I’m gay,1,0,0,0,0,0,0,0,0,0
Haha gay,1,0,0,0,0,0,0,0,0,0
Rays? More like Gays,1,0,0,0,0,0,0,0,0,0
Imported Gay Hippos,1,0,0,0,0,0,0,0,0,0
GAY she,1,0,0,0,0,0,0,0,0,0
Happy gay day,1,0,0,0,0,0,0,0,0,0
Beers and gay stuff,1,0,0,0,0,0,0,0,0,0
Justin’s big gay birthday party,1,0,0,0,0,0,0,0,0,0
gay bar,1,0,0,0,0,0,0,0,0,0
You gay,1,0,0,0,0,0,0,0,0,0
Gay stuff,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
5 gays,1,0,0,0,0,0,0,0,0,0
You gay,1,0,0,0,0,0,0,0,0,0
WiFi is gay,1,0,0,0,0,0,0,0,0,0
I’m so gay,1,0,0,0,0,0,0,0,0,0
You gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Not gay stuff,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
Gaynal,1,0,0,0,0,0,0,0,0,0
Congrats on being gay,1,0,0,0,0,0,0,0,0,0
For being gay at fantasy,1,0,0,0,0,0,0,0,0,0
Gay Ave,1,0,0,0,0,0,0,0,0,0
A gay raccoon can’t have babies?,1,0,0,0,0,0,0,0,0,0
Stop being gay,1,0,0,0,0,0,0,0,0,0
You’re gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
he’s defo gay,1,0,0,0,0,0,0,0,0,0
Ur mom gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
You’re gay,1,0,0,0,0,0,0,0,0,0
Ha...gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Devaney is gay,1,0,0,0,0,0,0,0,0,0
You failed the GayTest you are officially a homosexual,1,0,0,0,0,0,0,0,0,0
Lol admitting you’re gay🤗,1,0,0,0,0,0,0,0,0,0
TAV gay boy,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay kid 3 way,1,0,0,0,0,0,0,0,0,0
Über gay,1,0,0,0,0,0,0,0,0,0
He’s gay,1,0,0,0,0,0,0,0,0,0
Gay agenda,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
big gay weekend™️,1,0,0,0,0,0,0,0,0,0
Timmy might be gay🤔,1,0,0,0,0,0,0,0,0,0
Boarderline gay shiat,1,0,0,0,0,0,0,0,0,0
Cuz juice is still gay,1,0,0,0,0,0,0,0,0,0
Gay trunks,1,0,0,0,0,0,0,0,0,0
Gay stuff,1,0,0,0,0,0,0,0,0,0
Frankie’s gay,1,0,0,0,0,0,0,0,0,0
Very gay,1,0,0,0,0,0,0,0,0,0
Gay biy,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
Love you (in a gay way),1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Cause your mad gay,1,0,0,0,0,0,0,0,0,0
why you say gay,1,0,0,0,0,0,0,0,0,0
Treat yourself. Get your hair did. Get your nails did. Get some food. It's not gay to love your homies.,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
Gaybar,1,0,0,0,0,0,0,0,0,0
Your gayness,1,0,0,0,0,0,0,0,0,0
Gay food noms,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
being gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
ur Gay,1,0,0,0,0,0,0,0,0,0
Carls gay,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay fernos,1,0,0,0,0,0,0,0,0,0
Trav bein gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
For being gay,1,0,0,0,0,0,0,0,0,0
U mum gay,1,0,0,0,0,0,0,0,0,0
gay rights,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
You still gay and thick,1,0,0,0,0,0,0,0,0,0
Your gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
The room is filled with pseudo gay men,1,0,0,0,0,0,0,0,0,0
ur mom gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay boy,1,0,0,0,0,0,0,0,0,0
I’m gay,1,0,0,0,0,0,0,0,0,0
big gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay bar,1,0,0,0,0,0,0,0,0,0
just for being gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
You’re gay,1,0,0,0,0,0,0,0,0,0
Madden is gay,1,0,0,0,0,0,0,0,0,0
gay things,1,0,0,0,0,0,0,0,0,0
Gay shirt,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay ubers,1,0,0,0,0,0,0,0,0,0
Gay Jon in nights for the Christmas party.,1,0,0,0,0,0,0,0,0,0
Gay by proxy,1,0,0,0,0,0,0,0,0,0
Disneyland Gay Days,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Troy is gay,1,0,0,0,0,0,0,0,0,0
Gayse,1,0,0,0,0,0,0,0,0,0
Big gay,1,0,0,0,0,0,0,0,0,0
Gay bachelorette times,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
you’re gay,1,0,0,0,0,0,0,0,0,0
Being gay af,1,0,0,0,0,0,0,0,0,0
You’re gay,1,0,0,0,0,0,0,0,0,0
Gay house tax,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
You're gay,1,0,0,0,0,0,0,0,0,0
I'm still gay,1,0,0,0,0,0,0,0,0,0
U gay,1,0,0,0,0,0,0,0,0,0
Gay seccs,1,0,0,0,0,0,0,0,0,0
Hay gay,1,0,0,0,0,0,0,0,0,0
Jake is gay. Sorry u date him,1,0,0,0,0,0,0,0,0,0
Gaytors,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
U gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Not gay stuff,1,0,0,0,0,0,0,0,0,0
u gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Ur gay,1,0,0,0,0,0,0,0,0,0
Still gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
that gay bar in bloomington,1,0,0,0,0,0,0,0,1,0
Ur gay huh,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay Uber’s,1,0,0,0,0,0,0,0,0,0
Gay wrestling .... KHABIBBBB,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Ur gayer,1,0,0,0,0,0,0,0,0,0
Gay 90’s,1,0,0,0,0,0,0,0,0,0
Gay 90’s,1,0,0,0,0,0,0,0,0,0
Gay Gregor,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gayboy,1,0,0,0,0,0,0,0,0,0
"If a tree falls in the woods and nobodies around to hear it, is your mom gay?",1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
Being gay,1,0,0,0,0,0,0,0,0,0
Gay turtles,1,0,0,0,0,0,0,0,0,0
Ur mom gay,1,0,0,0,0,0,0,0,0,0
"You’re gay if you send this back, no takebacks or erasies",1,0,0,0,0,0,0,0,0,0
We’re gonna look so GAY in Disney,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
I’m gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
Gay dayZ,1,0,0,0,0,0,0,0,0,0
u gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
the security guy wasn’t ugly but when i say im gay IM GAY(also cover charge),1,0,0,0,0,0,0,0,0,0
Gay club,1,0,0,0,0,0,0,0,0,0
Are u gay,1,0,0,0,0,0,0,0,0,0
Gay,1,0,0,0,0,0,0,0,0,0
Why is everyone telling me you told jeremy about me being bisexual?,1,0,0,0,0,0,0,0,0,0
our bisexual king Harold Styles,1,0,0,0,0,0,0,0,0,0
I’m 100% bisexual,1,0,0,0,0,0,0,0,0,0
bisexual,1,0,0,0,0,0,0,0,0,0
Bi sexual woman,1,0,0,0,0,0,0,0,0,0
Bi-sexual room,1,0,0,0,0,0,0,0,0,0
The homosexual experience in your cabin that I will forget about until I am 40 when I wake up in a cold sweat crying out your name,1,0,0,0,0,0,0,0,0,0
bra,0,1,0,0,0,0,0,0,0,0
jungle booby,0,1,0,0,0,0,0,0,0,0
Porns CD burning,0,1,0,0,0,0,0,0,0,0
you want my money  you bastard,0,1,0,0,0,0,0,0,0,0
sexual exploration,0,1,0,0,0,0,0,0,0,0
aussie babe,0,1,0,0,1,0,0,0,0,0
PornHub membership Premium,0,1,0,0,0,0,0,0,0,0
Pornographic material and a switchblade,0,1,0,0,0,0,0,0,0,0
fatass,0,1,0,0,0,0,0,0,0,0
midget strippers,0,1,0,0,0,0,0,0,0,0
stop bitching,0,1,0,0,0,0,0,0,0,0
dumbass management,0,1,0,0,0,0,0,0,0,0
amateur night money,0,1,0,0,0,0,0,0,0,0
pimp,0,1,0,0,0,0,0,0,0,0
adult diapers,0,1,0,0,0,0,0,0,0,0
boobies,0,1,0,0,0,0,0,0,0,0
Groceries & dicks,0,1,0,0,0,0,0,0,0,0
